cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
6000,0,0,6,0,18,0
8000,48,0,11,0,33,0
10000,40,0,11,0,33,0
12000,48,0,12,0,36,0
14000,48,0,10,0,30,0
16000,40,0,12,0,36,0
18000,48,0,10,0,30,0
20000,48,0,12,0,36,0
22000,40,0,10,0,30,0
24000,48,0,14,0,42,0
26000,48,0,10,0,30,0
28000,40,0,12,0,36,0
30000,48,0,12,0,36,0
32000,48,0,10,0,30,0
34000,40,0,12,0,36,0
36000,48,0,12,0,36,0
38000,44,0,10,0,30,0
40000,44,0,10,0,30,0
42000,48,0,13,0,39,0
44000,41,0,9,0,27,0
46000,47,0,12,0,36,0
48000,48,0,14,0,42,0
50000,40,0,10,0,30,0
52000,48,0,10,0,30,0
54000,48,0,12,0,36,0
56000,40,0,10,0,30,0
58000,48,0,14,0,42,0
60000,48,0,10,0,30,0
62000,40,0,12,0,36,0
64000,48,0,10,0,30,0
66000,48,0,12,0,36,0
68000,40,0,12,0,35,0
70000,48,0,10,0,31,0
72000,48,0,12,0,36,0
74000,40,0,10,0,30,0
76000,48,0,13,0,39,0
78000,40,0,11,0,33,0
80000,48,0,10,0,30,0
82000,48,0,13,0,37,0
84000,40,0,11,0,35,0
86000,48,0,12,0,36,0
88000,48,0,10,0,30,0
90000,40,0,12,0,36,0
92000,48,0,10,0,30,0
94000,48,0,12,0,36,0
96000,40,0,12,0,36,0
98000,48,0,11,0,33,0
100000,40,0,11,0,33,0
102000,48,0,10,0,30,0
104000,48,0,13,0,39,0
106000,40,0,11,0,33,0
108000,48,0,12,0,36,0
110000,48,0,10,0,30,0
112000,40,0,12,0,36,0
114000,48,0,12,0,36,0
116000,48,0,10,0,30,0
118000,40,0,12,0,36,0
120000,48,0,10,0,30,0
122000,48,0,12,0,36,0
124000,40,0,11,0,33,0
126000,48,0,12,0,36,0
128000,40,0,11,0,33,0
130000,48,0,10,0,30,0
132000,48,0,12,0,36,0
134000,40,0,10,0,30,0
136000,48,0,14,0,42,0
138000,48,0,10,0,30,0
140000,40,0,12,0,36,0
142000,48,0,12,0,36,0
144000,44,0,9,0,27,0
146000,44,0,13,0,39,0
148000,48,0,10,0,30,0
150000,40,0,12,0,35,0
152000,48,0,11,0,34,0
154000,48,0,11,0,33,0
156000,40,0,12,0,35,0
158000,48,0,10,0,31,0
160000,45,0,12,0,36,0
162000,43,0,12,0,36,0
164000,48,0,10,0,30,0
166000,40,0,10,0,30,0
168000,48,0,12,0,36,0
170000,48,0,14,0,42,0
172000,40,0,8,0,24,0
174000,48,0,12,0,36,0
176000,48,0,12,0,36,0
178000,40,0,12,0,36,0
180000,48,0,10,0,30,0
182000,40,0,10,0,30,0
184000,48,0,14,0,42,0
186000,48,0,10,0,30,0
188000,40,0,10,0,30,0
190000,48,0,14,0,42,0
192000,48,0,10,0,30,0
194000,40,0,10,0,30,0
196000,48,0,13,0,39,0
198000,48,0,11,0,33,0
200000,40,0,10,0,30,0
202000,48,0,12,0,36,0
204000,48,0,12,0,36,0
206000,40,0,10,0,30,0
208000,48,0,12,0,36,0
210000,48,0,11,0,33,0
212000,40,0,12,0,36,0
214000,48,0,11,0,33,0
216000,40,0,10,0,30,0
218000,48,0,14,0,42,0
220000,48,0,10,0,30,0
222000,40,0,12,0,36,0
224000,48,0,10,0,30,0
226000,48,0,13,0,39,0
228000,40,0,11,0,33,0
230000,48,0,10,0,30,0
232000,48,0,13,0,39,0
234000,40,0,9,0,27,0
236000,48,0,12,0,36,0
238000,48,0,12,0,36,0
240000,40,0,12,0,36,0
242000,48,0,12,0,36,0
244000,40,0,10,0,30,0
246000,48,0,12,0,36,0
248000,48,0,10,0,30,0
250000,40,0,10,0,30,0
252000,48,0,14,0,42,0
254000,48,0,12,0,36,0
256000,40,0,10,0,30,0
258000,48,0,10,0,30,0
260000,48,0,12,0,36,0
262000,40,0,11,0,33,0
264000,48,0,12,0,36,0
266000,44,0,12,0,36,0
268000,44,0,11,0,33,0
270000,48,0,12,0,36,0
272000,48,0,10,0,30,0
274000,40,0,11,0,33,0
276000,48,0,13,0,39,0
278000,46,0,10,0,30,0
280000,42,0,12,0,36,0
282000,48,0,10,0,30,0
284000,40,0,11,0,33,0
286000,48,0,11,0,33,0
288000,48,0,12,0,36,0
290000,40,0,10,0,30,0
292000,48,0,14,0,42,0
294000,45,0,10,0,30,0
296000,43,0,12,0,36,0
298000,48,0,12,0,36,0
300000,45,0,10,0,30,0
302000,43,0,11,0,33,0
304000,48,0,12,0,36,0
306000,40,0,11,0,33,0
308000,48,0,10,0,30,0
310000,44,0,12,0,36,0
312000,44,0,10,0,30,0
314000,48,0,14,0,42,0
316000,44,0,10,0,30,0
318000,44,0,11,0,33,0
320000,48,0,13,0,39,0
322000,45,0,10,0,30,0
324000,43,1,11,0,30,1
326000,48,1,14,0,43,1
328000,40,0,10,0,30,0
330000,48,1,10,0,31,1
332000,48,1,13,0,40,1
334000,40,0,11,0,33,0
336000,48,1,11,0,30,1
338000,48,1,12,0,37,1
340000,40,0,12,0,36,0
342000,48,1,10,0,31,1
344000,48,1,12,0,37,1
346000,40,0,10,0,30,0
348000,48,0,13,0,39,0
350000,41,0,11,0,33,0
352000,47,0,10,0,30,0
354000,48,0,14,0,42,0
356000,40,0,10,0,30,0
358000,48,0,12,0,36,0
360000,48,0,10,0,30,0
362000,40,0,12,0,36,0
364000,48,0,11,0,33,0
366000,48,0,11,0,33,0
368000,40,0,12,0,36,0
